,dataset,sample_idx,length,rotation,curve_x,curve_y,beak_radius_start
412,137,B,3.75,-6.283185307179586,-1.0,-1.0,2.5
413,137,M,3.75,-3.141592653589793,-0.5,-0.5,2.0
414,138,A,3.75,0.0,0.0,0.0,1.5
415,138,B,3.75,-6.283185307179586,-1.0,0.0,0.5
416,138,M,3.75,-3.141592653589793,-0.5,0.0,1.0
417,139,A,3.75,0.0,0.0,0.0,1.5
418,139,B,3.75,-6.283185307179586,-1.0,0.0,1.5
419,139,M,3.75,-3.141592653589793,-0.5,0.0,1.5
420,140,A,3.75,0.0,0.0,0.0,1.5
421,140,B,3.75,-6.283185307179586,-1.0,0.0,2.5
422,140,M,3.75,-3.141592653589793,-0.5,0.0,2.0
423,141,A,3.75,0.0,0.0,0.0,1.5
424,141,B,3.75,-6.283185307179586,-1.0,1.0,0.5
425,141,M,3.75,-3.141592653589793,-0.5,0.5,1.0
426,142,A,3.75,0.0,0.0,0.0,1.5
427,142,B,3.75,-6.283185307179586,-1.0,1.0,1.5
428,142,M,3.75,-3.141592653589793,-0.5,0.5,1.5
429,143,A,3.75,0.0,0.0,0.0,1.5
430,143,B,3.75,-6.283185307179586,-1.0,1.0,2.5
431,143,M,3.75,-3.141592653589793,-0.5,0.5,2.0
432,144,A,3.75,0.0,0.0,0.0,1.5
433,144,B,3.75,-6.283185307179586,0.0,-1.0,0.5
434,144,M,3.75,-3.141592653589793,0.0,-0.5,1.0
435,145,A,3.75,0.0,0.0,0.0,1.5
436,145,B,3.75,-6.283185307179586,0.0,-1.0,1.5
437,145,M,3.75,-3.141592653589793,0.0,-0.5,1.5
438,146,A,3.75,0.0,0.0,0.0,1.5
439,146,B,3.75,-6.283185307179586,0.0,-1.0,2.5
440,146,M,3.75,-3.141592653589793,0.0,-0.5,2.0
441,147,A,3.75,0.0,0.0,0.0,1.5
442,147,B,3.75,-6.283185307179586,0.0,0.0,0.5
443,147,M,3.75,-3.141592653589793,0.0,0.0,1.0
444,148,A,3.75,0.0,0.0,0.0,1.5
445,148,B,3.75,-6.283185307179586,0.0,0.0,1.5
446,148,M,3.75,-3.141592653589793,0.0,0.0,1.5
447,149,A,3.75,0.0,0.0,0.0,1.5
448,149,B,3.75,-6.283185307179586,0.0,0.0,2.5
449,149,M,3.75,-3.141592653589793,0.0,0.0,2.0
450,150,A,3.75,0.0,0.0,0.0,1.5
451,150,B,3.75,-6.283185307179586,0.0,1.0,0.5
452,150,M,3.75,-3.141592653589793,0.0,0.5,1.0
453,151,A,3.75,0.0,0.0,0.0,1.5
454,151,B,3.75,-6.283185307179586,0.0,1.0,1.5
455,151,M,3.75,-3.141592653589793,0.0,0.5,1.5
456,152,A,3.75,0.0,0.0,0.0,1.5
457,152,B,3.75,-6.283185307179586,0.0,1.0,2.5
458,152,M,3.75,-3.141592653589793,0.0,0.5,2.0
459,153,A,3.75,0.0,0.0,0.0,1.5
460,153,B,3.75,-6.283185307179586,1.0,-1.0,0.5
461,153,M,3.75,-3.141592653589793,0.5,-0.5,1.0
462,154,A,3.75,0.0,0.0,0.0,1.5
463,154,B,3.75,-6.283185307179586,1.0,-1.0,1.5
464,154,M,3.75,-3.141592653589793,0.5,-0.5,1.5
465,155,A,3.75,0.0,0.0,0.0,1.5
466,155,B,3.75,-6.283185307179586,1.0,-1.0,2.5
467,155,M,3.75,-3.141592653589793,0.5,-0.5,2.0
468,156,A,3.75,0.0,0.0,0.0,1.5
469,156,B,3.75,-6.283185307179586,1.0,0.0,0.5
470,156,M,3.75,-3.141592653589793,0.5,0.0,1.0
471,157,A,3.75,0.0,0.0,0.0,1.5
472,157,B,3.75,-6.283185307179586,1.0,0.0,1.5
473,157,M,3.75,-3.141592653589793,0.5,0.0,1.5
474,158,A,3.75,0.0,0.0,0.0,1.5
475,158,B,3.75,-6.283185307179586,1.0,0.0,2.5
476,158,M,3.75,-3.141592653589793,0.5,0.0,2.0
477,159,A,3.75,0.0,0.0,0.0,1.5
478,159,B,3.75,-6.283185307179586,1.0,1.0,0.5
479,159,M,3.75,-3.141592653589793,0.5,0.5,1.0
480,160,A,3.75,0.0,0.0,0.0,1.5
481,160,B,3.75,-6.283185307179586,1.0,1.0,1.5
482,160,M,3.75,-3.141592653589793,0.5,0.5,1.5
483,161,A,3.75,0.0,0.0,0.0,1.5
484,161,B,3.75,-6.283185307179586,1.0,1.0,2.5
485,161,M,3.75,-3.141592653589793,0.5,0.5,2.0
486,162,A,3.75,0.0,0.0,0.0,1.5
487,162,B,3.75,-3.141592653589793,-1.0,-1.0,0.5
488,162,M,3.75,-1.5707963267948966,-0.5,-0.5,1.0
489,163,A,3.75,0.0,0.0,0.0,1.5
490,163,B,3.75,-3.141592653589793,-1.0,-1.0,1.5
491,163,M,3.75,-1.5707963267948966,-0.5,-0.5,1.5
492,164,A,3.75,0.0,0.0,0.0,1.5
493,164,B,3.75,-3.141592653589793,-1.0,-1.0,2.5
494,164,M,3.75,-1.5707963267948966,-0.5,-0.5,2.0
495,165,A,3.75,0.0,0.0,0.0,1.5
496,165,B,3.75,-3.141592653589793,-1.0,0.0,0.5
497,165,M,3.75,-1.5707963267948966,-0.5,0.0,1.0
498,166,A,3.75,0.0,0.0,0.0,1.5
499,166,B,3.75,-3.141592653589793,-1.0,0.0,1.5
500,166,M,3.75,-1.5707963267948966,-0.5,0.0,1.5
501,167,A,3.75,0.0,0.0,0.0,1.5
502,167,B,3.75,-3.141592653589793,-1.0,0.0,2.5
503,167,M,3.75,-1.5707963267948966,-0.5,0.0,2.0
504,168,A,3.75,0.0,0.0,0.0,1.5
505,168,B,3.75,-3.141592653589793,-1.0,1.0,0.5
506,168,M,3.75,-1.5707963267948966,-0.5,0.5,1.0
507,169,A,3.75,0.0,0.0,0.0,1.5
508,169,B,3.75,-3.141592653589793,-1.0,1.0,1.5
509,169,M,3.75,-1.5707963267948966,-0.5,0.5,1.5
510,170,A,3.75,0.0,0.0,0.0,1.5
511,170,B,3.75,-3.141592653589793,-1.0,1.0,2.5
512,170,M,3.75,-1.5707963267948966,-0.5,0.5,2.0
513,171,A,3.75,0.0,0.0,0.0,1.5
514,171,B,3.75,-3.141592653589793,0.0,-1.0,0.5
515,171,M,3.75,-1.5707963267948966,0.0,-0.5,1.0
516,172,A,3.75,0.0,0.0,0.0,1.5
517,172,B,3.75,-3.141592653589793,0.0,-1.0,1.5
518,172,M,3.75,-1.5707963267948966,0.0,-0.5,1.5
519,173,A,3.75,0.0,0.0,0.0,1.5
520,173,B,3.75,-3.141592653589793,0.0,-1.0,2.5
521,173,M,3.75,-1.5707963267948966,0.0,-0.5,2.0
522,174,A,3.75,0.0,0.0,0.0,1.5
523,174,B,3.75,-3.141592653589793,0.0,0.0,0.5
524,174,M,3.75,-1.5707963267948966,0.0,0.0,1.0
525,175,A,3.75,0.0,0.0,0.0,1.5
526,175,B,3.75,-3.141592653589793,0.0,0.0,1.5
527,175,M,3.75,-1.5707963267948966,0.0,0.0,1.5
528,176,A,3.75,0.0,0.0,0.0,1.5
529,176,B,3.75,-3.141592653589793,0.0,0.0,2.5
530,176,M,3.75,-1.5707963267948966,0.0,0.0,2.0
531,177,A,3.75,0.0,0.0,0.0,1.5
532,177,B,3.75,-3.141592653589793,0.0,1.0,0.5
533,177,M,3.75,-1.5707963267948966,0.0,0.5,1.0
534,178,A,3.75,0.0,0.0,0.0,1.5
535,178,B,3.75,-3.141592653589793,0.0,1.0,1.5
536,178,M,3.75,-1.5707963267948966,0.0,0.5,1.5
537,179,A,3.75,0.0,0.0,0.0,1.5
538,179,B,3.75,-3.141592653589793,0.0,1.0,2.5
539,179,M,3.75,-1.5707963267948966,0.0,0.5,2.0
540,180,A,3.75,0.0,0.0,0.0,1.5
541,180,B,3.75,-3.141592653589793,1.0,-1.0,0.5
542,180,M,3.75,-1.5707963267948966,0.5,-0.5,1.0
543,181,A,3.75,0.0,0.0,0.0,1.5
544,181,B,3.75,-3.141592653589793,1.0,-1.0,1.5
545,181,M,3.75,-1.5707963267948966,0.5,-0.5,1.5
546,182,A,3.75,0.0,0.0,0.0,1.5
547,182,B,3.75,-3.141592653589793,1.0,-1.0,2.5
548,182,M,3.75,-1.5707963267948966,0.5,-0.5,2.0
549,183,A,3.75,0.0,0.0,0.0,1.5
550,183,B,3.75,-3.141592653589793,1.0,0.0,0.5
551,183,M,3.75,-1.5707963267948966,0.5,0.0,1.0
552,184,A,3.75,0.0,0.0,0.0,1.5
553,184,B,3.75,-3.141592653589793,1.0,0.0,1.5
554,184,M,3.75,-1.5707963267948966,0.5,0.0,1.5
555,185,A,3.75,0.0,0.0,0.0,1.5
556,185,B,3.75,-3.141592653589793,1.0,0.0,2.5
557,185,M,3.75,-1.5707963267948966,0.5,0.0,2.0
558,186,A,3.75,0.0,0.0,0.0,1.5
559,186,B,3.75,-3.141592653589793,1.0,1.0,0.5
560,186,M,3.75,-1.5707963267948966,0.5,0.5,1.0
561,187,A,3.75,0.0,0.0,0.0,1.5
562,187,B,3.75,-3.141592653589793,1.0,1.0,1.5
563,187,M,3.75,-1.5707963267948966,0.5,0.5,1.5
564,188,A,3.75,0.0,0.0,0.0,1.5
565,188,B,3.75,-3.141592653589793,1.0,1.0,2.5
566,188,M,3.75,-1.5707963267948966,0.5,0.5,2.0
567,189,A,3.75,0.0,0.0,0.0,1.5
568,189,B,3.75,0.0,-1.0,-1.0,0.5
569,189,M,3.75,0.0,-0.5,-0.5,1.0
570,190,A,3.75,0.0,0.0,0.0,1.5
571,190,B,3.75,0.0,-1.0,-1.0,1.5
572,190,M,3.75,0.0,-0.5,-0.5,1.5
573,191,A,3.75,0.0,0.0,0.0,1.5
574,191,B,3.75,0.0,-1.0,-1.0,2.5
575,191,M,3.75,0.0,-0.5,-0.5,2.0
576,192,A,3.75,0.0,0.0,0.0,1.5
577,192,B,3.75,0.0,-1.0,0.0,0.5
578,192,M,3.75,0.0,-0.5,0.0,1.0
579,193,A,3.75,0.0,0.0,0.0,1.5
580,193,B,3.75,0.0,-1.0,0.0,1.5
581,193,M,3.75,0.0,-0.5,0.0,1.5
582,194,A,3.75,0.0,0.0,0.0,1.5
583,194,B,3.75,0.0,-1.0,0.0,2.5
584,194,M,3.75,0.0,-0.5,0.0,2.0
585,195,A,3.75,0.0,0.0,0.0,1.5
586,195,B,3.75,0.0,-1.0,1.0,0.5
587,195,M,3.75,0.0,-0.5,0.5,1.0
588,196,A,3.75,0.0,0.0,0.0,1.5
589,196,B,3.75,0.0,-1.0,1.0,1.5
590,196,M,3.75,0.0,-0.5,0.5,1.5
591,197,A,3.75,0.0,0.0,0.0,1.5
592,197,B,3.75,0.0,-1.0,1.0,2.5
593,197,M,3.75,0.0,-0.5,0.5,2.0
594,198,A,3.75,0.0,0.0,0.0,1.5
595,198,B,3.75,0.0,0.0,-1.0,0.5
596,198,M,3.75,0.0,0.0,-0.5,1.0
597,199,A,3.75,0.0,0.0,0.0,1.5
598,199,B,3.75,0.0,0.0,-1.0,1.5
599,199,M,3.75,0.0,0.0,-0.5,1.5
600,200,A,3.75,0.0,0.0,0.0,1.5
601,200,B,3.75,0.0,0.0,-1.0,2.5
602,200,M,3.75,0.0,0.0,-0.5,2.0
603,201,A,3.75,0.0,0.0,0.0,1.5
604,201,B,3.75,0.0,0.0,0.0,0.5
605,201,M,3.75,0.0,0.0,0.0,1.0
606,202,A,3.75,0.0,0.0,0.0,1.5
607,202,B,3.75,0.0,0.0,0.0,1.5
608,202,M,3.75,0.0,0.0,0.0,1.5
609,203,A,3.75,0.0,0.0,0.0,1.5
610,203,B,3.75,0.0,0.0,0.0,2.5
611,203,M,3.75,0.0,0.0,0.0,2.0
612,204,A,3.75,0.0,0.0,0.0,1.5
613,204,B,3.75,0.0,0.0,1.0,0.5
614,204,M,3.75,0.0,0.0,0.5,1.0
615,205,A,3.75,0.0,0.0,0.0,1.5
616,205,B,3.75,0.0,0.0,1.0,1.5
617,205,M,3.75,0.0,0.0,0.5,1.5
618,206,A,3.75,0.0,0.0,0.0,1.5
619,206,B,3.75,0.0,0.0,1.0,2.5
620,206,M,3.75,0.0,0.0,0.5,2.0
621,207,A,3.75,0.0,0.0,0.0,1.5
622,207,B,3.75,0.0,1.0,-1.0,0.5
623,207,M,3.75,0.0,0.5,-0.5,1.0
624,208,A,3.75,0.0,0.0,0.0,1.5
625,208,B,3.75,0.0,1.0,-1.0,1.5
626,208,M,3.75,0.0,0.5,-0.5,1.5
627,209,A,3.75,0.0,0.0,0.0,1.5
628,209,B,3.75,0.0,1.0,-1.0,2.5
629,209,M,3.75,0.0,0.5,-0.5,2.0
630,210,A,3.75,0.0,0.0,0.0,1.5
631,210,B,3.75,0.0,1.0,0.0,0.5
632,210,M,3.75,0.0,0.5,0.0,1.0
633,211,A,3.75,0.0,0.0,0.0,1.5
634,211,B,3.75,0.0,1.0,0.0,1.5
635,211,M,3.75,0.0,0.5,0.0,1.5
636,212,A,3.75,0.0,0.0,0.0,1.5
637,212,B,3.75,0.0,1.0,0.0,2.5
638,212,M,3.75,0.0,0.5,0.0,2.0
639,213,A,3.75,0.0,0.0,0.0,1.5
640,213,B,3.75,0.0,1.0,1.0,0.5
641,213,M,3.75,0.0,0.5,0.5,1.0
642,214,A,3.75,0.0,0.0,0.0,1.5
643,214,B,3.75,0.0,1.0,1.0,1.5
644,214,M,3.75,0.0,0.5,0.5,1.5
645,215,A,3.75,0.0,0.0,0.0,1.5
646,215,B,3.75,0.0,1.0,1.0,2.5
647,215,M,3.75,0.0,0.5,0.5,2.0
648,216,A,3.75,0.0,0.0,0.0,1.5
649,216,B,3.75,3.141592653589793,-1.0,-1.0,0.5
650,216,M,3.75,1.5707963267948966,-0.5,-0.5,1.0
651,217,A,3.75,0.0,0.0,0.0,1.5
652,217,B,3.75,3.141592653589793,-1.0,-1.0,1.5
653,217,M,3.75,1.5707963267948966,-0.5,-0.5,1.5
654,218,A,3.75,0.0,0.0,0.0,1.5
655,218,B,3.75,3.141592653589793,-1.0,-1.0,2.5
656,218,M,3.75,1.5707963267948966,-0.5,-0.5,2.0
657,219,A,3.75,0.0,0.0,0.0,1.5
658,219,B,3.75,3.141592653589793,-1.0,0.0,0.5
659,219,M,3.75,1.5707963267948966,-0.5,0.0,1.0
660,220,A,3.75,0.0,0.0,0.0,1.5
661,220,B,3.75,3.141592653589793,-1.0,0.0,1.5
662,220,M,3.75,1.5707963267948966,-0.5,0.0,1.5
663,221,A,3.75,0.0,0.0,0.0,1.5
664,221,B,3.75,3.141592653589793,-1.0,0.0,2.5
665,221,M,3.75,1.5707963267948966,-0.5,0.0,2.0
666,222,A,3.75,0.0,0.0,0.0,1.5
667,222,B,3.75,3.141592653589793,-1.0,1.0,0.5
668,222,M,3.75,1.5707963267948966,-0.5,0.5,1.0
669,223,A,3.75,0.0,0.0,0.0,1.5
670,223,B,3.75,3.141592653589793,-1.0,1.0,1.5
671,223,M,3.75,1.5707963267948966,-0.5,0.5,1.5
672,224,A,3.75,0.0,0.0,0.0,1.5
673,224,B,3.75,3.141592653589793,-1.0,1.0,2.5
674,224,M,3.75,1.5707963267948966,-0.5,0.5,2.0
675,225,A,3.75,0.0,0.0,0.0,1.5
676,225,B,3.75,3.141592653589793,0.0,-1.0,0.5
677,225,M,3.75,1.5707963267948966,0.0,-0.5,1.0
678,226,A,3.75,0.0,0.0,0.0,1.5
679,226,B,3.75,3.141592653589793,0.0,-1.0,1.5
680,226,M,3.75,1.5707963267948966,0.0,-0.5,1.5
681,227,A,3.75,0.0,0.0,0.0,1.5
682,227,B,3.75,3.141592653589793,0.0,-1.0,2.5
683,227,M,3.75,1.5707963267948966,0.0,-0.5,2.0
684,228,A,3.75,0.0,0.0,0.0,1.5
685,228,B,3.75,3.141592653589793,0.0,0.0,0.5
686,228,M,3.75,1.5707963267948966,0.0,0.0,1.0
687,229,A,3.75,0.0,0.0,0.0,1.5
688,229,B,3.75,3.141592653589793,0.0,0.0,1.5
689,229,M,3.75,1.5707963267948966,0.0,0.0,1.5
690,230,A,3.75,0.0,0.0,0.0,1.5
691,230,B,3.75,3.141592653589793,0.0,0.0,2.5
692,230,M,3.75,1.5707963267948966,0.0,0.0,2.0
693,231,A,3.75,0.0,0.0,0.0,1.5
694,231,B,3.75,3.141592653589793,0.0,1.0,0.5
695,231,M,3.75,1.5707963267948966,0.0,0.5,1.0
696,232,A,3.75,0.0,0.0,0.0,1.5
697,232,B,3.75,3.141592653589793,0.0,1.0,1.5
698,232,M,3.75,1.5707963267948966,0.0,0.5,1.5
699,233,A,3.75,0.0,0.0,0.0,1.5
700,233,B,3.75,3.141592653589793,0.0,1.0,2.5
701,233,M,3.75,1.5707963267948966,0.0,0.5,2.0
702,234,A,3.75,0.0,0.0,0.0,1.5
703,234,B,3.75,3.141592653589793,1.0,-1.0,0.5
704,234,M,3.75,1.5707963267948966,0.5,-0.5,1.0
705,235,A,3.75,0.0,0.0,0.0,1.5
706,235,B,3.75,3.141592653589793,1.0,-1.0,1.5
707,235,M,3.75,1.5707963267948966,0.5,-0.5,1.5
708,236,A,3.75,0.0,0.0,0.0,1.5
709,236,B,3.75,3.141592653589793,1.0,-1.0,2.5
710,236,M,3.75,1.5707963267948966,0.5,-0.5,2.0
711,237,A,3.75,0.0,0.0,0.0,1.5
712,237,B,3.75,3.141592653589793,1.0,0.0,0.5
713,237,M,3.75,1.5707963267948966,0.5,0.0,1.0
714,238,A,3.75,0.0,0.0,0.0,1.5
715,238,B,3.75,3.141592653589793,1.0,0.0,1.5
716,238,M,3.75,1.5707963267948966,0.5,0.0,1.5
717,239,A,3.75,0.0,0.0,0.0,1.5
718,239,B,3.75,3.141592653589793,1.0,0.0,2.5
719,239,M,3.75,1.5707963267948966,0.5,0.0,2.0
720,240,A,3.75,0.0,0.0,0.0,1.5
721,240,B,3.75,3.141592653589793,1.0,1.0,0.5
722,240,M,3.75,1.5707963267948966,0.5,0.5,1.0
723,241,A,3.75,0.0,0.0,0.0,1.5
724,241,B,3.75,3.141592653589793,1.0,1.0,1.5
725,241,M,3.75,1.5707963267948966,0.5,0.5,1.5
726,242,A,3.75,0.0,0.0,0.0,1.5
727,242,B,3.75,3.141592653589793,1.0,1.0,2.5
728,242,M,3.75,1.5707963267948966,0.5,0.5,2.0
729,243,A,3.75,0.0,0.0,0.0,1.5
730,243,B,3.75,6.283185307179586,-1.0,-1.0,0.5
731,243,M,3.75,3.141592653589793,-0.5,-0.5,1.0
732,244,A,3.75,0.0,0.0,0.0,1.5
733,244,B,3.75,6.283185307179586,-1.0,-1.0,1.5
734,244,M,3.75,3.141592653589793,-0.5,-0.5,1.5
735,245,A,3.75,0.0,0.0,0.0,1.5
736,245,B,3.75,6.283185307179586,-1.0,-1.0,2.5
737,245,M,3.75,3.141592653589793,-0.5,-0.5,2.0
738,246,A,3.75,0.0,0.0,0.0,1.5
739,246,B,3.75,6.283185307179586,-1.0,0.0,0.5
740,246,M,3.75,3.141592653589793,-0.5,0.0,1.0
741,247,A,3.75,0.0,0.0,0.0,1.5
742,247,B,3.75,6.283185307179586,-1.0,0.0,1.5
743,247,M,3.75,3.141592653589793,-0.5,0.0,1.5
744,248,A,3.75,0.0,0.0,0.0,1.5
745,248,B,3.75,6.283185307179586,-1.0,0.0,2.5
746,248,M,3.75,3.141592653589793,-0.5,0.0,2.0
747,249,A,3.75,0.0,0.0,0.0,1.5
748,249,B,3.75,6.283185307179586,-1.0,1.0,0.5
749,249,M,3.75,3.141592653589793,-0.5,0.5,1.0
750,250,A,3.75,0.0,0.0,0.0,1.5
751,250,B,3.75,6.283185307179586,-1.0,1.0,1.5
752,250,M,3.75,3.141592653589793,-0.5,0.5,1.5
753,251,A,3.75,0.0,0.0,0.0,1.5
754,251,B,3.75,6.283185307179586,-1.0,1.0,2.5
755,251,M,3.75,3.141592653589793,-0.5,0.5,2.0
756,252,A,3.75,0.0,0.0,0.0,1.5
757,252,B,3.75,6.283185307179586,0.0,-1.0,0.5
758,252,M,3.75,3.141592653589793,0.0,-0.5,1.0
759,253,A,3.75,0.0,0.0,0.0,1.5
760,253,B,3.75,6.283185307179586,0.0,-1.0,1.5
761,253,M,3.75,3.141592653589793,0.0,-0.5,1.5
762,254,A,3.75,0.0,0.0,0.0,1.5
763,254,B,3.75,6.283185307179586,0.0,-1.0,2.5
764,254,M,3.75,3.141592653589793,0.0,-0.5,2.0
765,255,A,3.75,0.0,0.0,0.0,1.5
766,255,B,3.75,6.283185307179586,0.0,0.0,0.5
767,255,M,3.75,3.141592653589793,0.0,0.0,1.0
768,256,A,3.75,0.0,0.0,0.0,1.5
769,256,B,3.75,6.283185307179586,0.0,0.0,1.5
770,256,M,3.75,3.141592653589793,0.0,0.0,1.5
771,257,A,3.75,0.0,0.0,0.0,1.5
772,257,B,3.75,6.283185307179586,0.0,0.0,2.5
773,257,M,3.75,3.141592653589793,0.0,0.0,2.0
774,258,A,3.75,0.0,0.0,0.0,1.5
775,258,B,3.75,6.283185307179586,0.0,1.0,0.5
776,258,M,3.75,3.141592653589793,0.0,0.5,1.0
777,259,A,3.75,0.0,0.0,0.0,1.5
778,259,B,3.75,6.283185307179586,0.0,1.0,1.5
779,259,M,3.75,3.141592653589793,0.0,0.5,1.5
780,260,A,3.75,0.0,0.0,0.0,1.5
781,260,B,3.75,6.283185307179586,0.0,1.0,2.5
782,260,M,3.75,3.141592653589793,0.0,0.5,2.0
783,261,A,3.75,0.0,0.0,0.0,1.5
784,261,B,3.75,6.283185307179586,1.0,-1.0,0.5
785,261,M,3.75,3.141592653589793,0.5,-0.5,1.0
786,262,A,3.75,0.0,0.0,0.0,1.5
787,262,B,3.75,6.283185307179586,1.0,-1.0,1.5
788,262,M,3.75,3.141592653589793,0.5,-0.5,1.5
789,263,A,3.75,0.0,0.0,0.0,1.5
790,263,B,3.75,6.283185307179586,1.0,-1.0,2.5
791,263,M,3.75,3.141592653589793,0.5,-0.5,2.0
792,264,A,3.75,0.0,0.0,0.0,1.5
793,264,B,3.75,6.283185307179586,1.0,0.0,0.5
794,264,M,3.75,3.141592653589793,0.5,0.0,1.0
795,265,A,3.75,0.0,0.0,0.0,1.5
796,265,B,3.75,6.283185307179586,1.0,0.0,1.5
797,265,M,3.75,3.141592653589793,0.5,0.0,1.5
798,266,A,3.75,0.0,0.0,0.0,1.5
799,266,B,3.75,6.283185307179586,1.0,0.0,2.5
800,266,M,3.75,3.141592653589793,0.5,0.0,2.0
801,267,A,3.75,0.0,0.0,0.0,1.5
802,267,B,3.75,6.283185307179586,1.0,1.0,0.5
803,267,M,3.75,3.141592653589793,0.5,0.5,1.0
804,268,A,3.75,0.0,0.0,0.0,1.5
805,268,B,3.75,6.283185307179586,1.0,1.0,1.5
806,268,M,3.75,3.141592653589793,0.5,0.5,1.5
807,269,A,3.75,0.0,0.0,0.0,1.5
808,269,B,3.75,6.283185307179586,1.0,1.0,2.5
809,269,M,3.75,3.141592653589793,0.5,0.5,2.0
810,270,A,3.75,0.0,0.0,0.0,1.5
811,270,B,7.0,-6.283185307179586,-1.0,-1.0,0.5
812,270,M,5.375,-3.141592653589793,-0.5,-0.5,1.0
813,271,A,3.75,0.0,0.0,0.0,1.5
814,271,B,7.0,-6.283185307179586,-1.0,-1.0,1.5
